6.05	-10.75	0.133635
6.05	-11.25	-0.120927
6.05	-11.75	-0.33704
6.05	-12.25	-0.0268925
6.05	-12.75	-0.54039
6.05	-13.25	-0.83679
6.05	-13.75	-0.880188
6.05	-14.25	-1.14832
6.05	-14.75	-1.13887
6.05	-15.25	-1.31498
6.05	-15.75	-1.54842
6.05	-16.25	-1.66437
6.05	-16.75	-1.88824
6.05	-17.25	-1.98728
6.05	-17.75	-2.27508
6.05	-18.25	-2.2885
6.05	-18.75	-2.63872
6.05	-19.25	-2.89658
6.05	-19.75	-2.95763
6.05	-20.25	-3.34078
6.05	-20.75	-3.64936
6.05	-21.25	-3.9641
6.05	-21.75	-4.40531
6.05	-22.25	-5.05626
6.05	-22.75	-5.65667
6.05	-23.25	-6.56996
6.05	-23.75	-7.89532
6.05	-24.25	-9.59461
6.05	-24.75	-11.4506
