7.13	-11.25	-0.185036
7.13	-11.75	-0.230759
7.13	-12.25	-0.0292343
7.13	-12.75	-0.334016
7.13	-13.25	-0.684494
7.13	-13.75	-0.99016
7.13	-14.25	-1.09697
7.13	-14.75	-1.29336
7.13	-15.25	-1.46782
7.13	-15.75	-1.46032
7.13	-16.25	-1.74009
7.13	-16.75	-1.97766
7.13	-17.25	-1.97445
7.13	-17.75	-2.36051
7.13	-18.25	-2.48953
7.13	-18.75	-2.81187
7.13	-19.25	-3.00783
7.13	-19.75	-3.26218
7.13	-20.25	-3.57767
7.13	-20.75	-3.8295
7.13	-21.25	-4.33284
7.13	-21.75	-4.91621
7.13	-22.25	-5.44474
7.13	-22.75	-6.33399
7.13	-23.25	-7.62587
7.13	-23.75	-9.64343
7.13	-24.25	-11.105
