9.93	-12.25	-1.34306
9.93	-12.75	-0.211616
9.93	-13.25	-0.650171
9.93	-13.75	-1.13632
9.93	-14.25	-1.10081
9.93	-14.75	-1.38914
9.93	-15.25	-1.64898
9.93	-15.75	-1.75363
9.93	-16.25	-2.06431
9.93	-16.75	-2.17761
9.93	-17.25	-2.56436
9.93	-17.75	-2.77383
9.93	-18.25	-3.10158
9.93	-18.75	-3.44909
9.93	-19.25	-3.48914
9.93	-19.75	-3.8074
9.93	-20.25	-4.46286
9.93	-20.75	-5.0121
9.93	-21.25	-5.90805
9.93	-21.75	-5.90261
9.93	-22.25	-6.61808
9.93	-22.75	-8.32925
9.93	-23.25	-8.81259
9.93	-23.75	-9.76613
9.93	-24.25	-12.5199
9.93	-24.75	-11.9642
