9.11	-12.25	-0.36045
9.11	-12.75	-0.147292
9.11	-13.25	-0.654779
9.11	-13.75	-0.886714
9.11	-14.25	-1.15231
9.11	-14.75	-1.38245
9.11	-15.25	-1.48856
9.11	-15.75	-1.78859
9.11	-16.25	-1.83787
9.11	-16.75	-2.06345
9.11	-17.25	-2.40028
9.11	-17.75	-2.7852
9.11	-18.25	-2.86583
9.11	-18.75	-3.20876
9.11	-19.25	-3.28952
9.11	-19.75	-3.79057
9.11	-20.25	-4.00606
9.11	-20.75	-4.79509
9.11	-21.25	-5.5643
9.11	-21.75	-5.81056
9.11	-22.25	-7.18296
9.11	-22.75	-8.55492
9.11	-23.25	-9.76317
9.11	-23.75	-11.9642
