8.13	-11.75	-0.245595
8.13	-12.25	-0.231763
8.13	-12.75	-0.133955
8.13	-13.25	-0.775937
8.13	-13.75	-0.900757
8.13	-14.25	-1.09102
8.13	-14.75	-1.37901
8.13	-15.25	-1.38013
8.13	-15.75	-1.67552
8.13	-16.25	-1.76395
8.13	-16.75	-2.02229
8.13	-17.25	-2.11581
8.13	-17.75	-2.4587
8.13	-18.25	-2.84534
8.13	-18.75	-2.87062
8.13	-19.25	-3.42492
8.13	-19.75	-3.32555
8.13	-20.25	-3.74205
8.13	-20.75	-3.97349
8.13	-21.25	-4.43436
8.13	-21.75	-5.05348
8.13	-22.25	-5.79301
8.13	-22.75	-5.81126
8.13	-23.25	-7.08052
8.13	-23.75	-8.19901
8.13	-24.25	-8.10235
8.13	-24.75	-10.9552
8.13	-25.25	-11.1585
