# 0: logMsun 1: logZgas (median) 2: logZgas (84th) 3: logZgas (16th)
8.0000 -3.0218 -2.8925 -3.1271
8.2500 -2.9110 -2.7939 -3.0117
8.5000 -2.8023 -2.6924 -2.9002
8.7500 -2.6943 -2.5887 -2.7905
9.0000 -2.5883 -2.4833 -2.6850
9.2500 -2.4858 -2.3823 -2.5825
9.5000 -2.3879 -2.2826 -2.4848
9.7500 -2.2960 -2.1879 -2.3929
10.0000 -2.2123 -2.1054 -2.3101
10.2500 -2.1380 -2.0348 -2.2315
10.5000 -2.0745 -1.9798 -2.1667
10.7500 -2.0323 -1.9333 -2.1168
11.0000 -1.9985 -1.9030 -2.0855
11.2500 -1.9875 -1.8962 -2.0810
11.5000 -1.9747 -1.8979 -2.0819
11.7500 -2.0309 -1.9241 -2.1284
