# 0: logMsun 1: logSFR (Msun/yr) (median) 2: logSFR (84th) 3: logSFR (16th)
8.0000 -0.4943 -0.2770 -0.6990
8.2500 -0.2389 -0.0311 -0.4262
8.5000 0.0156 0.2144 -0.1618
8.7500 0.2651 0.4586 0.0945
9.0000 0.5098 0.7007 0.3431
9.2500 0.7529 0.9430 0.5884
9.5000 0.9941 1.1826 0.8275
9.7500 1.2345 1.4307 1.0587
10.0000 1.4738 1.6724 1.2929
10.2500 1.6983 1.9168 1.5100
10.5000 1.9522 2.1760 1.7161
10.7500 2.1651 2.4046 1.9207
11.0000 2.4216 2.6377 2.1712
11.2500 2.6404 2.8613 2.3914
11.5000 2.7887 3.0697 2.5717
