#Observed UV luminosities (including dust) are M_1500 [AB].
#Note: Dust corrections are uncalibrated at z<4, so UV luminosities may be incorrect.
#Number densities are in comoving Mpc^-3 mag^-1.
#UV_Center Number_Density Err+ Err- UV_Min UV_Max
-22.525 2.41469e-09 9.77705e-08 2.41049e-09 -22.55 -22.5
-22.475 4.67494e-09 1.09731e-07 4.66221e-09 -22.5 -22.45
-22.425 8.53702e-09 1.18644e-07 8.50152e-09 -22.45 -22.4
-22.375 1.47166e-08 1.23151e-07 1.4622e-08 -22.4 -22.35
-22.325 2.39752e-08 1.2614e-07 2.37382e-08 -22.35 -22.3
-22.275 3.6969e-08 1.26343e-07 3.64094e-08 -22.3 -22.25
-22.225 5.40693e-08 1.25169e-07 5.2825e-08 -22.25 -22.2
-22.175 7.5227e-08 1.22402e-07 7.26196e-08 -22.2 -22.15
-22.125 9.99673e-08 1.21914e-07 9.48159e-08 -22.15 -22.1
-22.075 1.2758e-07 1.22569e-07 1.17978e-07 -22.1 -22.05
-22.025 1.57503e-07 1.26716e-07 1.40145e-07 -22.05 -22
-21.975 1.89812e-07 1.39108e-07 1.59983e-07 -22 -21.95
-21.925 2.25668e-07 1.64513e-07 1.76221e-07 -21.95 -21.9
-21.875 2.67569e-07 1.92455e-07 1.90323e-07 -21.9 -21.85
-21.825 3.1931e-07 2.31361e-07 2.06557e-07 -21.85 -21.8
-21.775 3.85652e-07 2.73346e-07 2.37331e-07 -21.8 -21.75
-21.725 4.71769e-07 3.42776e-07 2.73322e-07 -21.75 -21.7
-21.675 5.82605e-07 3.89836e-07 3.42911e-07 -21.7 -21.65
-21.625 7.22282e-07 4.30754e-07 4.20402e-07 -21.65 -21.6
-21.575 8.93677e-07 4.70781e-07 5.18369e-07 -21.6 -21.55
-21.525 1.09833e-06 5.0953e-07 6.31359e-07 -21.55 -21.5
-21.475 1.3368e-06 5.38512e-07 7.32563e-07 -21.5 -21.45
-21.425 1.60943e-06 5.61568e-07 8.60904e-07 -21.45 -21.4
-21.375 1.91754e-06 5.68965e-07 9.80891e-07 -21.4 -21.35
-21.325 2.26465e-06 5.76196e-07 1.08598e-06 -21.35 -21.3
-21.275 2.65743e-06 6.12094e-07 1.20642e-06 -21.3 -21.25
-21.225 3.10599e-06 6.19405e-07 1.34717e-06 -21.25 -21.2
-21.175 3.62352e-06 6.49868e-07 1.49932e-06 -21.2 -21.15
-21.125 4.22521e-06 6.84376e-07 1.65346e-06 -21.15 -21.1
-21.075 4.92689e-06 9.29354e-07 1.84663e-06 -21.1 -21.05
-21.025 5.74363e-06 1.05307e-06 2.1711e-06 -21.05 -21
-20.975 6.68852e-06 1.2434e-06 2.45287e-06 -21 -20.95
-20.925 7.77164e-06 1.44105e-06 2.80022e-06 -20.95 -20.9
-20.875 8.99905e-06 1.73156e-06 3.17573e-06 -20.9 -20.85
-20.825 1.0372e-05 2.02927e-06 3.61909e-06 -20.85 -20.8
-20.775 1.18865e-05 2.36041e-06 4.06651e-06 -20.8 -20.75
-20.725 1.35339e-05 2.76246e-06 4.43024e-06 -20.75 -20.7
-20.675 1.53032e-05 3.17133e-06 4.6327e-06 -20.7 -20.65
-20.625 1.71847e-05 3.4183e-06 5.16234e-06 -20.65 -20.6
-20.575 1.91756e-05 3.74416e-06 5.63122e-06 -20.6 -20.55
-20.525 2.12834e-05 4.39305e-06 5.9585e-06 -20.55 -20.5
-20.475 2.35279e-05 5.07899e-06 6.45613e-06 -20.5 -20.45
-20.425 2.59381e-05 5.84909e-06 7.19438e-06 -20.45 -20.4
-20.375 2.85459e-05 6.91104e-06 8.10107e-06 -20.4 -20.35
-20.325 3.13782e-05 7.80992e-06 8.87766e-06 -20.35 -20.3
-20.275 3.44515e-05 8.48493e-06 9.44449e-06 -20.3 -20.25
-20.225 3.77719e-05 9.06022e-06 1.03776e-05 -20.25 -20.2
-20.175 4.13402e-05 1.0029e-05 1.14764e-05 -20.2 -20.15
-20.125 4.51605e-05 1.15279e-05 1.28176e-05 -20.15 -20.1
-20.075 4.92473e-05 1.35653e-05 1.39258e-05 -20.1 -20.05
-20.025 5.3627e-05 1.52612e-05 1.49417e-05 -20.05 -20
-19.975 5.8332e-05 1.71375e-05 1.62484e-05 -20 -19.95
-19.925 6.33898e-05 1.87035e-05 1.79877e-05 -19.95 -19.9
-19.875 6.8812e-05 2.01652e-05 1.98553e-05 -19.9 -19.85
-19.825 7.45886e-05 2.21836e-05 2.14143e-05 -19.85 -19.8
-19.775 8.06922e-05 2.41817e-05 2.28738e-05 -19.8 -19.75
-19.725 8.70917e-05 2.66092e-05 2.45761e-05 -19.75 -19.7
-19.675 9.37719e-05 2.9525e-05 2.6425e-05 -19.7 -19.65
-19.625 0.000100753 3.24107e-05 2.83658e-05 -19.65 -19.6
-19.575 0.0001081 3.51785e-05 3.04407e-05 -19.6 -19.55
-19.525 0.000115924 3.98443e-05 3.30251e-05 -19.55 -19.5
-19.475 0.000124367 4.58406e-05 3.55737e-05 -19.5 -19.45
-19.425 0.000133572 5.11098e-05 3.89335e-05 -19.45 -19.4
-19.375 0.000143661 5.80982e-05 4.29525e-05 -19.4 -19.35
-19.325 0.000154711 6.42e-05 4.75258e-05 -19.35 -19.3
-19.275 0.000166746 7.23884e-05 5.2469e-05 -19.3 -19.25
-19.225 0.000179755 8.08257e-05 5.76598e-05 -19.25 -19.2
-19.175 0.000193708 8.90555e-05 6.31167e-05 -19.2 -19.15
-19.125 0.000208588 9.53605e-05 6.92129e-05 -19.15 -19.1
-19.075 0.000224407 0.000102378 7.43303e-05 -19.1 -19.05
-19.025 0.000241208 0.000114473 7.98296e-05 -19.05 -19
-18.975 0.000259053 0.00012607 8.56049e-05 -19 -18.95
-18.925 0.000278006 0.000135725 9.27532e-05 -18.95 -18.9
-18.875 0.000298109 0.000147553 0.000100187 -18.9 -18.85
-18.825 0.00031938 0.000162171 0.000107913 -18.85 -18.8
-18.775 0.000341817 0.000179624 0.000115843 -18.8 -18.75
-18.725 0.000365416 0.000195187 0.000122579 -18.75 -18.7
-18.675 0.000390191 0.000212758 0.000128213 -18.7 -18.65
-18.625 0.000416195 0.000225917 0.000137466 -18.65 -18.6
-18.575 0.000443532 0.000237018 0.000147503 -18.6 -18.55
-18.525 0.000472361 0.000262322 0.000157497 -18.55 -18.5
-18.475 0.000502889 0.000289821 0.000168895 -18.5 -18.45
-18.425 0.000535358 0.000315785 0.000180468 -18.45 -18.4
-18.375 0.000570021 0.000338593 0.000193983 -18.4 -18.35
-18.325 0.00060711 0.000370511 0.000208002 -18.35 -18.3
-18.275 0.000646804 0.000397335 0.000223553 -18.3 -18.25
-18.225 0.000689212 0.000427929 0.00024328 -18.25 -18.2
-18.175 0.000734373 0.000466348 0.000264745 -18.2 -18.15
-18.125 0.000782279 0.00050663 0.000285155 -18.15 -18.1
-18.075 0.000832909 0.000549045 0.000309222 -18.1 -18.05
-18.025 0.000886274 0.000589301 0.000334358 -18.05 -18
-17.975 0.000942421 0.000629245 0.000360569 -18 -17.95
-17.925 0.00100144 0.000659618 0.000383518 -17.95 -17.9
-17.875 0.0010634 0.00068957 0.000405681 -17.9 -17.85
-17.825 0.00112837 0.000736234 0.00043358 -17.85 -17.8
-17.775 0.00119633 0.000790757 0.000461714 -17.8 -17.75
-17.725 0.00126721 0.000822163 0.000493941 -17.75 -17.7
-17.675 0.0013409 0.000862644 0.000520992 -17.7 -17.65
-17.625 0.00141729 0.000893494 0.000546401 -17.65 -17.6
-17.575 0.00149627 0.000922129 0.000575555 -17.6 -17.55
-17.525 0.00157781 0.000948293 0.000602701 -17.55 -17.5
-17.475 0.00166191 0.000971717 0.000626061 -17.5 -17.45
-17.425 0.00174858 0.000992142 0.000656417 -17.45 -17.4
-17.375 0.00183784 0.00100933 0.000684267 -17.4 -17.35
-17.325 0.00192965 0.00102313 0.000714694 -17.35 -17.3
-17.275 0.00202388 0.00105446 0.000745601 -17.3 -17.25
-17.225 0.00212031 0.00106917 0.000767272 -17.25 -17.2
-17.175 0.0022186 0.0010735 0.00078968 -17.2 -17.15
-17.125 0.00231833 0.00107996 0.000815679 -17.15 -17.1
-17.075 0.00241907 0.00111251 0.000855334 -17.1 -17.05
-17.025 0.00252046 0.0011485 0.000881178 -17.05 -17
-16.975 0.00262223 0.00118079 0.00089633 -17 -16.95
-16.925 0.00272426 0.00120731 0.000909574 -16.95 -16.9
