#Observed UV luminosities (including dust) are M_1500 [AB].
#Note: Dust corrections are uncalibrated at z<4, so UV luminosities may be incorrect.
#Number densities are in comoving Mpc^-3 mag^-1.
#UV_Center Number_Density Err+ Err- UV_Min UV_Max
-18.925 2.08402e-06 8.17861e-06 2.08402e-06 -18.95 -18.9
-18.875 2.38671e-06 8.12267e-06 2.38671e-06 -18.9 -18.85
-18.825 2.69597e-06 8.21206e-06 2.69597e-06 -18.85 -18.8
-18.775 3.01246e-06 8.45795e-06 3.01246e-06 -18.8 -18.75
-18.725 3.3427e-06 8.60256e-06 3.3427e-06 -18.75 -18.7
-18.675 3.69966e-06 8.775e-06 3.69966e-06 -18.7 -18.65
-18.625 4.10176e-06 8.79276e-06 4.10176e-06 -18.65 -18.6
-18.575 4.57042e-06 8.93454e-06 4.57041e-06 -18.6 -18.55
-18.525 5.12627e-06 8.80422e-06 5.12624e-06 -18.55 -18.5
-18.475 5.78517e-06 8.57457e-06 5.78509e-06 -18.5 -18.45
-18.425 6.55475e-06 8.79628e-06 6.55455e-06 -18.45 -18.4
-18.375 7.4328e-06 9.22976e-06 7.43233e-06 -18.4 -18.35
-18.325 8.40791e-06 9.19811e-06 8.40691e-06 -18.35 -18.3
-18.275 9.46244e-06 8.7872e-06 9.46039e-06 -18.3 -18.25
-18.225 1.05767e-05 8.89692e-06 1.05728e-05 -18.25 -18.2
-18.175 1.17331e-05 8.99033e-06 1.17259e-05 -18.2 -18.15
-18.125 1.29181e-05 8.13079e-06 1.29058e-05 -18.15 -18.1
-18.075 1.41225e-05 7.98072e-06 1.41024e-05 -18.1 -18.05
-18.025 1.53383e-05 7.87999e-06 1.53079e-05 -18.05 -18
-17.975 1.65557e-05 7.11912e-06 1.65145e-05 -18 -17.95
-17.925 1.77611e-05 6.86402e-06 1.77007e-05 -17.95 -17.9
-17.875 1.8937e-05 5.96003e-06 1.8853e-05 -17.9 -17.85
-17.825 2.00656e-05 4.92533e-06 1.99567e-05 -17.85 -17.8
-17.775 2.11335e-05 3.94972e-06 2.09947e-05 -17.8 -17.75
-17.725 2.21363e-05 4.19326e-06 2.19845e-05 -17.75 -17.7
-17.675 2.308e-05 3.85024e-06 2.29138e-05 -17.7 -17.65
-17.625 2.398e-05 3.27153e-06 2.37574e-05 -17.65 -17.6
-17.575 2.48571e-05 2.66937e-06 2.45614e-05 -17.6 -17.55
-17.525 2.57328e-05 2.64857e-06 2.53604e-05 -17.55 -17.5
-17.475 2.66252e-05 2.03229e-06 2.61874e-05 -17.5 -17.45
-17.425 2.75468e-05 2.99781e-06 2.70311e-05 -17.45 -17.4
-17.375 2.85038e-05 3.1323e-06 2.78909e-05 -17.4 -17.35
-17.325 2.94965e-05 2.5863e-06 2.87581e-05 -17.35 -17.3
-17.275 3.05188e-05 2.11652e-06 2.96274e-05 -17.3 -17.25
-17.225 3.15583e-05 1.57056e-06 3.05914e-05 -17.25 -17.2
-17.175 3.25961e-05 6.14862e-07 3.14987e-05 -17.2 -17.15
-17.125 3.36072e-05 2.49829e-07 3.2446e-05 -17.15 -17.1
-17.075 3.45635e-05 9.08653e-07 3.33044e-05 -17.1 -17.05
-17.025 3.54378e-05 6.80429e-07 3.39309e-05 -17.05 -17
-16.975 3.62087e-05 5.60411e-07 3.45332e-05 -17 -16.95
-16.925 3.68643e-05 7.19755e-09 3.50799e-05 -16.95 -16.9
