#Observed UV luminosities (including dust) are M_1500 [AB].
#Note: Dust corrections are uncalibrated at z<4, so UV luminosities may be incorrect.
#Number densities are in comoving Mpc^-3 mag^-1.
#UV_Center Number_Density Err+ Err- UV_Min UV_Max
-19.475 0.000157632 5.15043e-05 4.08451e-05 -19.5 -19.45
-19.425 0.000169498 5.75501e-05 4.39848e-05 -19.45 -19.4
-19.375 0.000182098 6.56946e-05 4.78563e-05 -19.4 -19.35
-19.325 0.0001955 7.33985e-05 5.18378e-05 -19.35 -19.3
-19.275 0.000209775 7.94556e-05 5.52097e-05 -19.3 -19.25
-19.225 0.000224996 8.5428e-05 5.98959e-05 -19.25 -19.2
-19.175 0.000241225 9.60365e-05 6.66207e-05 -19.2 -19.15
-19.125 0.000258521 0.000106893 7.21755e-05 -19.15 -19.1
-19.075 0.00027693 0.000115424 7.84e-05 -19.1 -19.05
-19.025 0.000296486 0.000124376 8.64437e-05 -19.05 -19
-18.975 0.000317211 0.000133754 9.34745e-05 -19 -18.95
-18.925 0.000339121 0.00014419 9.88803e-05 -18.95 -18.9
-18.875 0.000362234 0.00015416 0.000106652 -18.9 -18.85
-18.825 0.000386587 0.000171905 0.000115087 -18.85 -18.8
-18.775 0.000412243 0.000185496 0.000123984 -18.8 -18.75
-18.725 0.000439301 0.000203463 0.000133214 -18.75 -18.7
-18.675 0.000467892 0.000221612 0.000142323 -18.7 -18.65
-18.625 0.000498178 0.000243384 0.000151949 -18.65 -18.6
-18.575 0.000530338 0.000269833 0.000163772 -18.6 -18.55
-18.525 0.000564565 0.000298285 0.000174311 -18.55 -18.5
-18.475 0.000601061 0.000328789 0.000187238 -18.5 -18.45
-18.425 0.000640024 0.000361401 0.000201518 -18.45 -18.4
-18.375 0.000681647 0.00039617 0.000217245 -18.4 -18.35
-18.325 0.000726108 0.000430283 0.000234624 -18.35 -18.3
-18.275 0.00077356 0.000463144 0.000255356 -18.3 -18.25
-18.225 0.000824132 0.000496698 0.00027465 -18.25 -18.2
-18.175 0.000877913 0.000530748 0.000300484 -18.2 -18.15
-18.125 0.000934951 0.000564487 0.000323052 -18.15 -18.1
-18.075 0.000995246 0.000594753 0.000346698 -18.1 -18.05
-18.025 0.00105875 0.000636181 0.00036856 -18.05 -18
-17.975 0.00112535 0.000673229 0.000390709 -18 -17.95
-17.925 0.00119497 0.000711781 0.000414697 -17.95 -17.9
-17.875 0.0012675 0.00075206 0.000443724 -17.9 -17.85
-17.825 0.00134293 0.000794095 0.000468155 -17.85 -17.8
-17.775 0.00142134 0.0008333 0.000495914 -17.8 -17.75
-17.725 0.0015029 0.000867496 0.000524296 -17.75 -17.7
-17.675 0.00158788 0.000902006 0.000553582 -17.7 -17.65
-17.625 0.00167654 0.000937802 0.000585663 -17.65 -17.6
-17.575 0.00176911 0.000987126 0.000619508 -17.6 -17.55
-17.525 0.00186569 0.0010354 0.000650974 -17.55 -17.5
-17.475 0.00196629 0.00108255 0.000682979 -17.5 -17.45
-17.425 0.00207077 0.00112871 0.000714477 -17.45 -17.4
-17.375 0.0021789 0.00118042 0.000746719 -17.4 -17.35
-17.325 0.00229043 0.00123529 0.000788739 -17.35 -17.3
-17.275 0.00240517 0.00127819 0.00083008 -17.3 -17.25
-17.225 0.00252297 0.00130466 0.000863594 -17.25 -17.2
-17.175 0.00264379 0.00134477 0.000893578 -17.2 -17.15
-17.125 0.00276762 0.00138182 0.000922962 -17.15 -17.1
-17.075 0.00289445 0.00140616 0.000961911 -17.1 -17.05
-17.025 0.00302417 0.00143878 0.00100127 -17.05 -17
-16.975 0.00315652 0.00146704 0.001041 -17 -16.95
-16.925 0.00329111 0.00149046 0.00108079 -16.95 -16.9
