#Observed UV luminosities (including dust) are M_1500 [AB].
#Note: Dust corrections are uncalibrated at z<4, so UV luminosities may be incorrect.
#Number densities are in comoving Mpc^-3 mag^-1.
#UV_Center Number_Density Err+ Err- UV_Min UV_Max
-22.575 1.48868e-07 4.08053e-07 7.10545e-08 -22.6 -22.55
-22.525 1.98711e-07 4.72074e-07 8.84351e-08 -22.55 -22.5
-22.475 2.6577e-07 5.28914e-07 1.07383e-07 -22.5 -22.45
-22.425 3.54628e-07 5.96421e-07 1.41348e-07 -22.45 -22.4
-22.375 4.70677e-07 6.84842e-07 1.93303e-07 -22.4 -22.35
-22.325 6.20441e-07 7.93744e-07 2.5804e-07 -22.35 -22.3
-22.275 8.11799e-07 9.03146e-07 3.32634e-07 -22.3 -22.25
-22.225 1.05389e-06 1.02459e-06 4.2219e-07 -22.25 -22.2
-22.175 1.35661e-06 1.15212e-06 5.31969e-07 -22.2 -22.15
-22.125 1.72973e-06 1.26322e-06 6.65509e-07 -22.15 -22.1
-22.075 2.18195e-06 1.39857e-06 8.18795e-07 -22.1 -22.05
-22.025 2.72012e-06 1.54799e-06 1.00578e-06 -22.05 -22
-21.975 3.34909e-06 1.61863e-06 1.21109e-06 -22 -21.95
-21.925 4.07216e-06 1.71275e-06 1.39617e-06 -21.95 -21.9
-21.875 4.89214e-06 1.85358e-06 1.61674e-06 -21.9 -21.85
-21.825 5.81272e-06 2.00857e-06 1.76142e-06 -21.85 -21.8
-21.775 6.8394e-06 2.16692e-06 1.92716e-06 -21.8 -21.75
-21.725 7.97991e-06 2.28552e-06 2.03489e-06 -21.75 -21.7
-21.675 9.24372e-06 2.58176e-06 2.14552e-06 -21.7 -21.65
-21.625 1.0641e-05 2.90425e-06 2.33569e-06 -21.65 -21.6
-21.575 1.21817e-05 3.28051e-06 2.40032e-06 -21.6 -21.55
-21.525 1.38749e-05 3.46286e-06 2.44181e-06 -21.55 -21.5
-21.475 1.57294e-05 3.69237e-06 2.5819e-06 -21.5 -21.45
-21.425 1.77543e-05 3.87306e-06 2.58094e-06 -21.45 -21.4
-21.375 1.99598e-05 4.23121e-06 2.78552e-06 -21.4 -21.35
-21.325 2.2358e-05 4.29004e-06 2.98383e-06 -21.35 -21.3
-21.275 2.4963e-05 4.44504e-06 3.17215e-06 -21.3 -21.25
-21.225 2.77915e-05 4.65995e-06 3.4567e-06 -21.25 -21.2
-21.175 3.08643e-05 5.20809e-06 3.75549e-06 -21.2 -21.15
-21.125 3.42081e-05 5.75864e-06 4.02038e-06 -21.15 -21.1
-21.075 3.78582e-05 6.0875e-06 4.46839e-06 -21.1 -21.05
-21.025 4.18605e-05 6.53361e-06 5.09269e-06 -21.05 -21
-20.975 4.62696e-05 7.11422e-06 5.67922e-06 -21 -20.95
-20.925 5.11448e-05 7.80814e-06 6.28549e-06 -20.95 -20.9
-20.875 5.65417e-05 8.28512e-06 7.05051e-06 -20.9 -20.85
-20.825 6.25034e-05 8.85735e-06 8.14277e-06 -20.85 -20.8
-20.775 6.90518e-05 9.37875e-06 9.16475e-06 -20.8 -20.75
-20.725 7.6185e-05 9.63753e-06 9.89611e-06 -20.75 -20.7
-20.675 8.38799e-05 1.04378e-05 1.10791e-05 -20.7 -20.65
-20.625 9.21018e-05 1.22543e-05 1.23347e-05 -20.65 -20.6
-20.575 0.000100817 1.29427e-05 1.36112e-05 -20.6 -20.55
-20.525 0.000110006 1.42091e-05 1.44679e-05 -20.55 -20.5
-20.475 0.000119676 1.5504e-05 1.52652e-05 -20.5 -20.45
-20.425 0.000129869 1.71909e-05 1.66768e-05 -20.45 -20.4
-20.375 0.000140653 1.89433e-05 1.81531e-05 -20.4 -20.35
-20.325 0.000152123 2.07991e-05 1.93061e-05 -20.35 -20.3
-20.275 0.000164375 2.23732e-05 2.08354e-05 -20.3 -20.25
-20.225 0.000177492 2.39838e-05 2.2601e-05 -20.25 -20.2
-20.175 0.000191528 2.61012e-05 2.41646e-05 -20.2 -20.15
-20.125 0.000206489 2.73276e-05 2.60895e-05 -20.15 -20.1
-20.075 0.000222343 2.98202e-05 2.81055e-05 -20.1 -20.05
-20.025 0.000239033 3.17839e-05 3.06236e-05 -20.05 -20
-19.975 0.000256499 3.4721e-05 3.24836e-05 -20 -19.95
-19.925 0.000274711 3.81014e-05 3.51458e-05 -19.95 -19.9
-19.875 0.000293683 4.17646e-05 3.84666e-05 -19.9 -19.85
-19.825 0.000313485 4.57648e-05 4.07702e-05 -19.85 -19.8
-19.775 0.000334228 5.01353e-05 4.39667e-05 -19.8 -19.75
-19.725 0.000356048 5.48809e-05 4.79527e-05 -19.75 -19.7
-19.675 0.000379079 6.03914e-05 5.15919e-05 -19.7 -19.65
-19.625 0.00040343 6.80995e-05 5.60832e-05 -19.65 -19.6
-19.575 0.000429176 7.4416e-05 6.08146e-05 -19.6 -19.55
-19.525 0.00045635 8.1497e-05 6.56572e-05 -19.55 -19.5
-19.475 0.000484958 8.88691e-05 7.04065e-05 -19.5 -19.45
-19.425 0.000514995 9.52269e-05 7.64028e-05 -19.45 -19.4
-19.375 0.000546471 0.000103916 8.15463e-05 -19.4 -19.35
-19.325 0.000579426 0.000114428 8.65485e-05 -19.35 -19.3
-19.275 0.000613943 0.000125901 9.13733e-05 -19.3 -19.25
-19.225 0.000650138 0.000137424 9.82179e-05 -19.25 -19.2
-19.175 0.000688135 0.000150406 0.00010523 -19.2 -19.15
-19.125 0.000728044 0.000164172 0.000112392 -19.15 -19.1
-19.075 0.00076994 0.000178751 0.000119984 -19.1 -19.05
-19.025 0.000813858 0.000188345 0.000130086 -19.05 -19
-18.975 0.000859815 0.000205447 0.000139531 -19 -18.95
-18.925 0.000907835 0.000224875 0.000148232 -18.95 -18.9
-18.875 0.000957973 0.000243453 0.000155769 -18.9 -18.85
-18.825 0.00101033 0.000266079 0.000165778 -18.85 -18.8
-18.775 0.00106501 0.000281163 0.000176322 -18.8 -18.75
-18.725 0.00112216 0.000300893 0.000187461 -18.75 -18.7
-18.675 0.00118188 0.00032632 0.000199225 -18.7 -18.65
-18.625 0.00124427 0.00034791 0.000211623 -18.65 -18.6
-18.575 0.00130944 0.000373106 0.00022468 -18.6 -18.55
-18.525 0.00137748 0.000400887 0.000238462 -18.55 -18.5
-18.475 0.00144857 0.000430746 0.000253078 -18.5 -18.45
-18.425 0.00152288 0.000463644 0.000268339 -18.45 -18.4
-18.375 0.00160063 0.000500539 0.000282342 -18.4 -18.35
-18.325 0.00168204 0.000540135 0.00029719 -18.35 -18.3
-18.275 0.00176732 0.000584939 0.000317102 -18.3 -18.25
-18.225 0.00185668 0.000632768 0.000333665 -18.25 -18.2
-18.175 0.00195032 0.000674688 0.000349694 -18.2 -18.15
-18.125 0.00204844 0.000724842 0.000370559 -18.15 -18.1
-18.075 0.0021513 0.000779222 0.000387988 -18.1 -18.05
-18.025 0.00225916 0.00083749 0.000410005 -18.05 -18
-17.975 0.00237236 0.000896854 0.000433315 -18 -17.95
-17.925 0.00249123 0.00095569 0.000456145 -17.95 -17.9
-17.875 0.00261616 0.00101742 0.000477068 -17.9 -17.85
-17.825 0.00274751 0.0010816 0.000499331 -17.85 -17.8
-17.775 0.0028856 0.00114779 0.000522897 -17.8 -17.75
-17.725 0.0030307 0.00122682 0.00055343 -17.75 -17.7
-17.675 0.00318295 0.00130041 0.000591345 -17.7 -17.65
-17.625 0.00334242 0.00138003 0.000631172 -17.65 -17.6
-17.575 0.00350911 0.00146022 0.000672709 -17.6 -17.55
-17.525 0.003683 0.00154237 0.000715799 -17.55 -17.5
-17.475 0.00386413 0.00163067 0.00076038 -17.5 -17.45
-17.425 0.00405262 0.00172374 0.000797643 -17.45 -17.4
-17.375 0.00424869 0.0018333 0.000835623 -17.4 -17.35
-17.325 0.00445257 0.00194595 0.000872097 -17.35 -17.3
-17.275 0.0046645 0.00205216 0.000903501 -17.3 -17.25
-17.225 0.0048847 0.00215779 0.000935318 -17.25 -17.2
-17.175 0.00511332 0.00226526 0.000975677 -17.2 -17.15
-17.125 0.00535052 0.00237601 0.0010261 -17.15 -17.1
-17.075 0.00559645 0.00248991 0.00107841 -17.1 -17.05
-17.025 0.00585132 0.00260661 0.00113275 -17.05 -17
-16.975 0.00611537 0.00272552 0.00118918 -17 -16.95
-16.925 0.00638887 0.0028458 0.00124237 -16.95 -16.9
