#Observed UV luminosities (including dust) are M_1500 [AB].
#Note: Dust corrections are uncalibrated at z<4, so UV luminosities may be incorrect.
#Number densities are in comoving Mpc^-3 mag^-1.
#UV_Center Number_Density Err+ Err- UV_Min UV_Max
-18.575 0.00281993 0.000131922 0.000393901 -18.6 -18.55
-18.525 0.00291018 0.000137975 0.000402857 -18.55 -18.5
-18.475 0.00300274 0.00014498 0.000413284 -18.5 -18.45
-18.425 0.00309787 0.000152276 0.000423579 -18.45 -18.4
-18.375 0.00319591 0.000156337 0.000435119 -18.4 -18.35
-18.325 0.00329727 0.000167899 0.000447473 -18.35 -18.3
-18.275 0.00340232 0.000183514 0.000462842 -18.3 -18.25
-18.225 0.00351136 0.000197637 0.00047951 -18.25 -18.2
-18.175 0.00362454 0.000215059 0.000496236 -18.2 -18.15
-18.125 0.00374178 0.000235319 0.000513228 -18.15 -18.1
-18.075 0.00386286 0.000253887 0.00053632 -18.1 -18.05
-18.025 0.00398747 0.000273081 0.000555658 -18.05 -18
-17.975 0.00411533 0.000293018 0.000574278 -18 -17.95
-17.925 0.00424625 0.0003072 0.000587065 -17.95 -17.9
-17.875 0.00438024 0.000334742 0.000600984 -17.9 -17.85
-17.825 0.00451745 0.000344961 0.00062173 -17.85 -17.8
-17.775 0.00465817 0.00037778 0.000640195 -17.8 -17.75
-17.725 0.00480271 0.000410915 0.000655429 -17.75 -17.7
-17.675 0.00495136 0.000434318 0.000671297 -17.7 -17.65
-17.625 0.00510438 0.000458822 0.00068806 -17.65 -17.6
-17.575 0.00526198 0.000484395 0.000705899 -17.6 -17.55
-17.525 0.00542436 0.000510998 0.000724976 -17.55 -17.5
-17.475 0.00559177 0.000543013 0.000746339 -17.5 -17.45
-17.425 0.00576449 0.000584476 0.000775739 -17.45 -17.4
-17.375 0.0059429 0.000628796 0.000807031 -17.4 -17.35
-17.325 0.00612738 0.0006743 0.000840232 -17.35 -17.3
-17.275 0.00631836 0.000719157 0.000875302 -17.3 -17.25
-17.225 0.00651622 0.000752744 0.000912154 -17.25 -17.2
-17.175 0.0067213 0.000775368 0.00095068 -17.2 -17.15
-17.125 0.00693377 0.000816386 0.000987377 -17.15 -17.1
-17.075 0.00715371 0.000861878 0.00101139 -17.1 -17.05
-17.025 0.007381 0.00090912 0.00104278 -17.05 -17
-16.975 0.00761547 0.000954628 0.00108394 -17 -16.95
-16.925 0.00785689 0.00100071 0.00111568 -16.95 -16.9
