#Observed UV luminosities (including dust) are M_1500 [AB].
#Note: Dust corrections are uncalibrated at z<4, so UV luminosities may be incorrect.
#Number densities are in comoving Mpc^-3 mag^-1.
#UV_Center Number_Density Err+ Err- UV_Min UV_Max
-21.925 6.76899e-05 1.44498e-05 1.23933e-05 -21.95 -21.9
-21.875 7.5648e-05 1.3738e-05 1.42546e-05 -21.9 -21.85
-21.825 8.40593e-05 1.31428e-05 1.60361e-05 -21.85 -21.8
-21.775 9.29558e-05 1.24163e-05 1.77916e-05 -21.8 -21.75
-21.725 0.000102377 1.13759e-05 2.05778e-05 -21.75 -21.7
-21.675 0.000112365 1.13891e-05 2.24147e-05 -21.7 -21.65
-21.625 0.000122965 1.15307e-05 2.38092e-05 -21.65 -21.6
-21.575 0.00013422 1.2033e-05 2.58688e-05 -21.6 -21.55
-21.525 0.000146167 1.21447e-05 2.88306e-05 -21.55 -21.5
-21.475 0.000158839 1.19715e-05 3.0847e-05 -21.5 -21.45
-21.425 0.000172259 1.2156e-05 3.36118e-05 -21.45 -21.4
-21.375 0.000186446 1.26996e-05 3.70095e-05 -21.4 -21.35
-21.325 0.00020141 1.34109e-05 3.95776e-05 -21.35 -21.3
-21.275 0.000217155 1.27973e-05 4.21571e-05 -21.3 -21.25
-21.225 0.000233679 1.38082e-05 4.47197e-05 -21.25 -21.2
-21.175 0.000250964 1.42641e-05 4.78411e-05 -21.2 -21.15
-21.125 0.000268977 1.33693e-05 5.05256e-05 -21.15 -21.1
-21.075 0.000287671 1.30194e-05 5.35427e-05 -21.1 -21.05
-21.025 0.000306996 1.31758e-05 5.71451e-05 -21.05 -21
-20.975 0.000326916 1.3675e-05 6.08327e-05 -21 -20.95
-20.925 0.000347427 1.31279e-05 6.26321e-05 -20.95 -20.9
-20.875 0.000368567 1.28423e-05 6.62835e-05 -20.9 -20.85
-20.825 0.000390412 1.31522e-05 6.95921e-05 -20.85 -20.8
-20.775 0.000413059 1.38396e-05 7.25186e-05 -20.8 -20.75
-20.725 0.000436591 1.40231e-05 7.64589e-05 -20.75 -20.7
-20.675 0.000461052 1.45827e-05 8.04566e-05 -20.7 -20.65
-20.625 0.000486429 1.27792e-05 8.42948e-05 -20.65 -20.6
-20.575 0.000512665 1.10167e-05 8.80867e-05 -20.6 -20.55
-20.525 0.000539687 1.10396e-05 9.17367e-05 -20.55 -20.5
-20.475 0.00056744 1.05361e-05 9.44782e-05 -20.5 -20.45
-20.425 0.000595927 9.45561e-06 9.6679e-05 -20.45 -20.4
-20.375 0.000625218 8.4765e-06 0.000100069 -20.4 -20.35
-20.325 0.000655443 9.77662e-06 0.000103407 -20.35 -20.3
-20.275 0.00068675 1.03645e-05 0.000107258 -20.3 -20.25
-20.225 0.000719274 1.26087e-05 0.000110819 -20.25 -20.2
-20.175 0.0007531 1.26245e-05 0.000115854 -20.2 -20.15
-20.125 0.000788256 1.14444e-05 0.000121049 -20.15 -20.1
-20.075 0.000824724 1.29613e-05 0.000126588 -20.1 -20.05
-20.025 0.000862467 1.46891e-05 0.000131844 -20.05 -20
-19.975 0.000901448 1.74734e-05 0.000136366 -20 -19.95
-19.925 0.00094166 2.06237e-05 0.000140985 -19.95 -19.9
-19.875 0.000983125 2.41579e-05 0.000148432 -19.9 -19.85
-19.825 0.0010259 2.72852e-05 0.000156589 -19.85 -19.8
-19.775 0.00107009 2.89175e-05 0.000162743 -19.8 -19.75
-19.725 0.00111581 3.55224e-05 0.000169912 -19.75 -19.7
-19.675 0.0011632 3.7834e-05 0.00017628 -19.7 -19.65
-19.625 0.0012124 3.71694e-05 0.000181899 -19.65 -19.6
-19.575 0.00126351 3.68533e-05 0.00018701 -19.6 -19.55
-19.525 0.00131657 3.79258e-05 0.000192607 -19.55 -19.5
-19.475 0.00137155 4.47203e-05 0.000202996 -19.5 -19.45
-19.425 0.00142835 5.36786e-05 0.000210984 -19.45 -19.4
-19.375 0.0014868 6.19371e-05 0.000221365 -19.4 -19.35
-19.325 0.00154671 6.7222e-05 0.00022828 -19.35 -19.3
-19.275 0.0016079 7.54413e-05 0.000232391 -19.3 -19.25
-19.225 0.00167028 8.30832e-05 0.000235879 -19.25 -19.2
-19.175 0.00173385 8.69342e-05 0.000243595 -19.2 -19.15
-19.125 0.00179877 8.87168e-05 0.000250659 -19.15 -19.1
-19.075 0.00186532 9.41252e-05 0.000256566 -19.1 -19.05
-19.025 0.00193389 0.000103113 0.00026442 -19.05 -19
-18.975 0.0020049 0.000112472 0.000272267 -19 -18.95
-18.925 0.00207875 0.000121653 0.000281034 -18.95 -18.9
-18.875 0.00215573 0.000129272 0.000291494 -18.9 -18.85
-18.825 0.00223601 0.000136963 0.000306015 -18.85 -18.8
-18.775 0.00231963 0.000144668 0.000319605 -18.8 -18.75
-18.725 0.00240653 0.00015247 0.000325673 -18.75 -18.7
-18.675 0.00249662 0.000164264 0.000337173 -18.7 -18.65
-18.625 0.00258979 0.000178529 0.000348399 -18.65 -18.6
-18.575 0.00268596 0.000193591 0.000360307 -18.6 -18.55
-18.525 0.00278505 0.00021245 0.000371981 -18.55 -18.5
-18.475 0.00288695 0.000233108 0.000385217 -18.5 -18.45
-18.425 0.00299153 0.00025506 0.000402033 -18.45 -18.4
-18.375 0.00309862 0.000269227 0.000413578 -18.4 -18.35
-18.325 0.00320811 0.000283791 0.000421907 -18.35 -18.3
-18.275 0.00332 0.000300051 0.000439715 -18.3 -18.25
-18.225 0.00343449 0.000316704 0.00045595 -18.25 -18.2
-18.175 0.00355197 0.000342364 0.00047447 -18.2 -18.15
-18.125 0.00367299 0.000365419 0.000487077 -18.15 -18.1
-18.075 0.00379821 0.000389683 0.000499109 -18.1 -18.05
-18.025 0.00392829 0.000416242 0.000515636 -18.05 -18
-17.975 0.00406372 0.000441544 0.000533254 -18 -17.95
-17.925 0.00420482 0.000469005 0.000552975 -17.95 -17.9
-17.875 0.00435165 0.000492698 0.000574681 -17.9 -17.85
-17.825 0.00450406 0.000528391 0.000602011 -17.85 -17.8
-17.775 0.0046617 0.000567565 0.000628958 -17.8 -17.75
-17.725 0.00482421 0.000584902 0.000655136 -17.75 -17.7
-17.675 0.00499126 0.000598772 0.000680543 -17.7 -17.65
-17.625 0.00516269 0.000625827 0.000704028 -17.65 -17.6
-17.575 0.0053386 0.000662074 0.000726489 -17.6 -17.55
-17.525 0.00551931 0.000700126 0.00074278 -17.55 -17.5
-17.475 0.00570534 0.000740111 0.000771092 -17.5 -17.45
-17.425 0.00589735 0.000782142 0.000807642 -17.45 -17.4
-17.375 0.00609598 0.000832312 0.000846487 -17.4 -17.35
-17.325 0.00630183 0.000900058 0.000876276 -17.35 -17.3
-17.275 0.00651537 0.000966281 0.000893092 -17.3 -17.25
-17.225 0.00673696 0.00101931 0.000928309 -17.25 -17.2
-17.175 0.0069668 0.00107468 0.000966658 -17.2 -17.15
-17.125 0.00720501 0.00113219 0.00100614 -17.15 -17.1
-17.075 0.00745164 0.00119168 0.00104654 -17.1 -17.05
-17.025 0.0077067 0.00125182 0.00108775 -17.05 -17
-16.975 0.00797015 0.00130084 0.00112973 -17 -16.95
-16.925 0.00824201 0.00135118 0.00117251 -16.95 -16.9
