#Observed UV luminosities (including dust) are M_1500 [AB].
#Note: Dust corrections are uncalibrated at z<4, so UV luminosities may be incorrect.
#Number densities are in comoving Mpc^-3 mag^-1.
#UV_Center Number_Density Err+ Err- UV_Min UV_Max
-19.225 1.87419e-05 6.1841e-06 1.8257e-05 -19.25 -19.2
-19.175 2.07173e-05 6.13697e-06 2.01387e-05 -19.2 -19.15
-19.125 2.28207e-05 6.9365e-06 2.21075e-05 -19.15 -19.1
-19.075 2.50447e-05 6.53995e-06 2.42319e-05 -19.1 -19.05
-19.025 2.7376e-05 6.58453e-06 2.64206e-05 -19.05 -19
-18.975 2.97967e-05 7.61561e-06 2.85714e-05 -19 -18.95
-18.925 3.2287e-05 9.01852e-06 3.07574e-05 -18.95 -18.9
-18.875 3.48277e-05 1.04401e-05 3.31472e-05 -18.9 -18.85
-18.825 3.74033e-05 1.1513e-05 3.54893e-05 -18.85 -18.8
-18.775 4.00038e-05 1.23529e-05 3.78312e-05 -18.8 -18.75
-18.725 4.26249e-05 1.25354e-05 4.0069e-05 -18.75 -18.7
-18.675 4.52662e-05 1.28206e-05 4.24291e-05 -18.7 -18.65
-18.625 4.79287e-05 1.3293e-05 4.47073e-05 -18.65 -18.6
-18.575 5.06135e-05 1.33781e-05 4.70495e-05 -18.6 -18.55
-18.525 5.33204e-05 1.43437e-05 4.91464e-05 -18.55 -18.5
-18.475 5.60501e-05 1.61644e-05 5.13354e-05 -18.5 -18.45
-18.425 5.88054e-05 1.80873e-05 5.34235e-05 -18.45 -18.4
-18.375 6.15927e-05 1.82866e-05 5.57148e-05 -18.4 -18.35
-18.325 6.44198e-05 2.00102e-05 5.77938e-05 -18.35 -18.3
-18.275 6.72922e-05 1.94138e-05 5.98505e-05 -18.3 -18.25
-18.225 7.02067e-05 1.90694e-05 6.19079e-05 -18.25 -18.2
-18.175 7.31452e-05 1.8701e-05 6.39758e-05 -18.2 -18.15
-18.125 7.6073e-05 2.14518e-05 6.60414e-05 -18.15 -18.1
-18.075 7.894e-05 2.29634e-05 6.79179e-05 -18.1 -18.05
-18.025 8.16884e-05 2.17896e-05 6.89099e-05 -18.05 -18
-17.975 8.42644e-05 2.07937e-05 6.92424e-05 -18 -17.95
-17.925 8.66303e-05 2.00295e-05 6.9391e-05 -17.95 -17.9
-17.875 8.87737e-05 2.26026e-05 7.04591e-05 -17.9 -17.85
-17.825 9.07132e-05 2.29709e-05 7.07712e-05 -17.85 -17.8
-17.775 9.24953e-05 2.3648e-05 7.10272e-05 -17.8 -17.75
-17.725 9.41865e-05 2.33183e-05 7.10393e-05 -17.75 -17.7
-17.675 9.5859e-05 2.65748e-05 6.93504e-05 -17.7 -17.65
-17.625 9.75741e-05 3.03454e-05 6.80755e-05 -17.65 -17.6
-17.575 9.93691e-05 3.27978e-05 6.80024e-05 -17.6 -17.55
-17.525 0.000101249 3.33504e-05 6.81894e-05 -17.55 -17.5
-17.475 0.000103191 3.58081e-05 6.84017e-05 -17.5 -17.45
-17.425 0.00010515 3.68639e-05 6.85596e-05 -17.45 -17.4
-17.375 0.000107081 3.76437e-05 6.90484e-05 -17.4 -17.35
-17.325 0.000108952 3.90028e-05 6.88685e-05 -17.35 -17.3
-17.275 0.000110754 4.0956e-05 6.85438e-05 -17.3 -17.25
-17.225 0.000112502 4.2929e-05 6.8073e-05 -17.25 -17.2
-17.175 0.00011423 4.74225e-05 6.74754e-05 -17.2 -17.15
-17.125 0.000115973 5.11698e-05 6.67817e-05 -17.15 -17.1
-17.075 0.00011776 5.17249e-05 6.63961e-05 -17.1 -17.05
-17.025 0.000119606 5.43054e-05 6.55935e-05 -17.05 -17
-16.975 0.000121516 5.75693e-05 6.45928e-05 -17 -16.95
-16.925 0.000123488 5.94884e-05 6.41557e-05 -16.95 -16.9
