#Observed UV luminosities (including dust) are M_1500 [AB].
#Note: Dust corrections are uncalibrated at z<4, so UV luminosities may be incorrect.
#Number densities are in comoving Mpc^-3 mag^-1.
#UV_Center Number_Density Err+ Err- UV_Min UV_Max
-20.975 0.000125987 1.01868e-05 1.67105e-05 -21 -20.95
-20.925 0.000136801 1.12127e-05 1.79735e-05 -20.95 -20.9
-20.875 0.000148252 1.20928e-05 1.91258e-05 -20.9 -20.85
-20.825 0.000160354 1.23465e-05 2.02313e-05 -20.85 -20.8
-20.775 0.00017314 1.35304e-05 2.13577e-05 -20.8 -20.75
-20.725 0.000186666 1.40753e-05 2.28696e-05 -20.75 -20.7
-20.675 0.000201009 1.58807e-05 2.48644e-05 -20.7 -20.65
-20.625 0.000216251 1.6743e-05 2.68547e-05 -20.65 -20.6
-20.575 0.00023246 1.7708e-05 2.93234e-05 -20.6 -20.55
-20.525 0.000249681 1.9084e-05 3.07702e-05 -20.55 -20.5
-20.475 0.000267922 2.03264e-05 3.31628e-05 -20.5 -20.45
-20.425 0.000287166 2.12459e-05 3.54441e-05 -20.45 -20.4
-20.375 0.000307382 2.29704e-05 3.77425e-05 -20.4 -20.35
-20.325 0.000328549 2.45468e-05 3.98215e-05 -20.35 -20.3
-20.275 0.000350671 2.64569e-05 4.19424e-05 -20.3 -20.25
-20.225 0.00037378 2.70468e-05 4.25155e-05 -20.25 -20.2
-20.175 0.000397933 2.97363e-05 4.37096e-05 -20.2 -20.15
-20.125 0.000423198 3.09177e-05 4.5709e-05 -20.15 -20.1
-20.075 0.000449632 3.31185e-05 4.83791e-05 -20.1 -20.05
-20.025 0.000477278 3.33523e-05 5.22176e-05 -20.05 -20
-19.975 0.000506154 3.76624e-05 5.69864e-05 -20 -19.95
-19.925 0.000536273 4.25784e-05 6.08703e-05 -19.95 -19.9
-19.875 0.000567653 4.44171e-05 6.38396e-05 -19.9 -19.85
-19.825 0.000600335 4.88904e-05 6.67243e-05 -19.85 -19.8
-19.775 0.000634391 5.27858e-05 6.95365e-05 -19.8 -19.75
-19.725 0.000669919 5.84049e-05 7.23235e-05 -19.75 -19.7
-19.675 0.000707027 6.44641e-05 7.61182e-05 -19.7 -19.65
-19.625 0.00074582 7.04347e-05 7.85242e-05 -19.65 -19.6
-19.575 0.000786384 7.48257e-05 8.1408e-05 -19.6 -19.55
-19.525 0.000828783 8.04362e-05 8.58479e-05 -19.55 -19.5
-19.475 0.000873056 8.65112e-05 9.23252e-05 -19.5 -19.45
-19.425 0.000919223 9.55253e-05 9.57989e-05 -19.45 -19.4
-19.375 0.000967283 0.00010575 0.000105254 -19.4 -19.35
-19.325 0.00101722 0.000116458 0.000111136 -19.35 -19.3
-19.275 0.001069 0.000126804 0.000117692 -19.3 -19.25
-19.225 0.0011226 0.00013782 0.000125533 -19.25 -19.2
-19.175 0.001178 0.000149621 0.000132298 -19.2 -19.15
-19.125 0.00123521 0.000162346 0.000142065 -19.15 -19.1
-19.075 0.00129432 0.000176143 0.000145255 -19.1 -19.05
-19.025 0.00135548 0.000191139 0.000153491 -19.05 -19
-18.975 0.0014189 0.000207411 0.000160727 -19 -18.95
-18.925 0.00148486 0.000226398 0.000169216 -18.95 -18.9
-18.875 0.00155367 0.000246221 0.000178165 -18.9 -18.85
-18.825 0.00162561 0.000267965 0.000185637 -18.85 -18.8
-18.775 0.0017009 0.000284218 0.000190085 -18.8 -18.75
-18.725 0.00177965 0.000304476 0.000194771 -18.75 -18.7
-18.675 0.0018619 0.000321228 0.000206872 -18.7 -18.65
-18.625 0.00194759 0.000340326 0.000218691 -18.65 -18.6
-18.575 0.00203665 0.000370082 0.000227243 -18.6 -18.55
-18.525 0.00212902 0.000396919 0.000235847 -18.55 -18.5
-18.475 0.00222475 0.000421134 0.000244615 -18.5 -18.45
-18.425 0.00232399 0.000447111 0.000253722 -18.45 -18.4
-18.375 0.00242699 0.000474921 0.000265569 -18.4 -18.35
-18.325 0.00253405 0.000504514 0.000278509 -18.35 -18.3
-18.275 0.00264548 0.00053576 0.000292426 -18.3 -18.25
-18.225 0.00276155 0.000568525 0.000307372 -18.25 -18.2
-18.175 0.00288248 0.000606029 0.000320768 -18.2 -18.15
-18.125 0.00300844 0.000656856 0.000338367 -18.15 -18.1
-18.075 0.00313954 0.000704242 0.000357979 -18.1 -18.05
-18.025 0.00327585 0.000747769 0.00037818 -18.05 -18
-17.975 0.00341747 0.000794003 0.000405992 -18 -17.95
-17.925 0.00356453 0.000831301 0.000434892 -17.95 -17.9
-17.875 0.00371724 0.000881204 0.000454025 -17.9 -17.85
-17.825 0.00387594 0.000941119 0.000472456 -17.85 -17.8
-17.775 0.0040411 0.00100405 0.000502697 -17.8 -17.75
-17.725 0.0042133 0.00106937 0.000515966 -17.75 -17.7
-17.675 0.00439319 0.00113638 0.000532165 -17.7 -17.65
-17.625 0.0045814 0.00121778 0.000560798 -17.65 -17.6
-17.575 0.00477846 0.00128568 0.000591587 -17.6 -17.55
-17.525 0.00498475 0.00136453 0.000628204 -17.55 -17.5
-17.475 0.00520044 0.00144589 0.000668904 -17.5 -17.45
-17.425 0.00542554 0.00152346 0.000714228 -17.45 -17.4
-17.375 0.00565989 0.00159244 0.000763539 -17.4 -17.35
-17.325 0.00590327 0.00166544 0.000816388 -17.35 -17.3
-17.275 0.00615549 0.00174318 0.000872173 -17.3 -17.25
-17.225 0.0064165 0.00182615 0.000920993 -17.25 -17.2
-17.175 0.00668643 0.00191456 0.000965709 -17.2 -17.15
-17.125 0.0069656 0.00200836 0.00101204 -17.15 -17.1
-17.075 0.00725451 0.00210836 0.00106073 -17.1 -17.05
-17.025 0.00755378 0.00222633 0.00111238 -17.05 -17
-16.975 0.00786411 0.00235047 0.00116737 -17 -16.95
-16.925 0.00818623 0.00248043 0.00122593 -16.95 -16.9
