#Observed UV luminosities (including dust) are M_1500 [AB].
#Note: Dust corrections are uncalibrated at z<4, so UV luminosities may be incorrect.
#Number densities are in comoving Mpc^-3 mag^-1.
#UV_Center Number_Density Err+ Err- UV_Min UV_Max
-19.275 9.01277e-06 6.54942e-06 8.95932e-06 -19.3 -19.25
-19.225 1.02724e-05 6.27933e-06 1.02078e-05 -19.25 -19.2
-19.175 1.16376e-05 6.30831e-06 1.15672e-05 -19.2 -19.15
-19.125 1.31084e-05 6.15415e-06 1.30369e-05 -19.15 -19.1
-19.075 1.46798e-05 5.70646e-06 1.45939e-05 -19.1 -19.05
-19.025 1.63422e-05 6.00578e-06 1.62399e-05 -19.05 -19
-18.975 1.8081e-05 6.03028e-06 1.7957e-05 -19 -18.95
-18.925 1.98789e-05 5.51783e-06 1.97182e-05 -18.95 -18.9
-18.875 2.17175e-05 5.76705e-06 2.15025e-05 -18.9 -18.85
-18.825 2.35803e-05 4.91006e-06 2.32958e-05 -18.85 -18.8
-18.775 2.54562e-05 3.87977e-06 2.50808e-05 -18.8 -18.75
-18.725 2.73437e-05 4.58931e-06 2.68535e-05 -18.75 -18.7
-18.675 2.92529e-05 6.35124e-06 2.86603e-05 -18.7 -18.65
-18.625 3.12047e-05 5.98346e-06 3.04935e-05 -18.65 -18.6
-18.575 3.32254e-05 6.77461e-06 3.23289e-05 -18.6 -18.55
-18.525 3.53372e-05 7.38559e-06 3.42195e-05 -18.55 -18.5
-18.475 3.75478e-05 6.874e-06 3.62157e-05 -18.5 -18.45
-18.425 3.9842e-05 8.55378e-06 3.82843e-05 -18.45 -18.4
-18.375 4.21805e-05 8.98081e-06 4.04626e-05 -18.4 -18.35
-18.325 4.4506e-05 8.64041e-06 4.23351e-05 -18.35 -18.3
-18.275 4.67561e-05 8.36093e-06 4.44044e-05 -18.3 -18.25
-18.225 4.88792e-05 8.16175e-06 4.62136e-05 -18.25 -18.2
-18.175 5.08479e-05 8.0325e-06 4.79922e-05 -18.2 -18.15
-18.125 5.26655e-05 7.92991e-06 4.94468e-05 -18.15 -18.1
-18.075 5.43644e-05 7.78655e-06 5.05476e-05 -18.1 -18.05
-18.025 5.59958e-05 8.80948e-06 5.15358e-05 -18.05 -18
-17.975 5.76154e-05 1.0465e-05 5.26476e-05 -18 -17.95
-17.925 5.92695e-05 1.01524e-05 5.3827e-05 -17.95 -17.9
-17.875 6.09833e-05 9.37135e-06 5.46779e-05 -17.9 -17.85
-17.825 6.27567e-05 1.15655e-05 5.59191e-05 -17.85 -17.8
-17.775 6.45642e-05 1.11881e-05 5.67437e-05 -17.8 -17.75
-17.725 6.63616e-05 1.0443e-05 5.76375e-05 -17.75 -17.7
-17.675 6.80937e-05 1.07264e-05 5.84744e-05 -17.7 -17.65
-17.625 6.97044e-05 1.1503e-05 5.91101e-05 -17.65 -17.6
-17.575 7.11463e-05 1.27218e-05 5.95904e-05 -17.6 -17.55
-17.525 7.23901e-05 1.36402e-05 5.96513e-05 -17.55 -17.5
-17.475 7.34299e-05 1.53246e-05 5.93333e-05 -17.5 -17.45
-17.425 7.42856e-05 1.5059e-05 5.90331e-05 -17.45 -17.4
-17.375 7.49994e-05 1.63824e-05 5.849e-05 -17.4 -17.35
-17.325 7.5627e-05 1.91076e-05 5.83822e-05 -17.35 -17.3
-17.275 7.62251e-05 2.06499e-05 5.80604e-05 -17.3 -17.25
-17.225 7.68389e-05 2.20024e-05 5.70642e-05 -17.25 -17.2
-17.175 7.74932e-05 2.20931e-05 5.68051e-05 -17.2 -17.15
-17.125 7.81883e-05 2.21081e-05 5.65609e-05 -17.15 -17.1
-17.075 7.89051e-05 2.37756e-05 5.54629e-05 -17.1 -17.05
-17.025 7.96153e-05 2.6706e-05 5.49049e-05 -17.05 -17
-16.975 8.02957e-05 2.75887e-05 5.41603e-05 -17 -16.95
-16.925 8.0941e-05 2.9628e-05 5.34221e-05 -16.95 -16.9
